character,character_normalized,dialogue,context,character_state,dialogue_type,motivation,line_number,scene,movie,word_count,sentiment
BEN,Obi-Wan Kenobi,I felt a great disturbance in the Force… as if millions of voices,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1552,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,13,neutral
BEN,Obi-Wan Kenobi,You’d better get on with your exercises.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1557,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,neutral
HAN,Han Solo,"Well, you can forget your troubles with those Imperial slugs. I","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1559,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
HAN,Han Solo,Don’t everyone thank me at once.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1562,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,neutral
HAN,Han Solo,"Anyway, we should be at Alderaan about oh-two-hundred hours.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1566,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,neutral
THREEPIO,C-3PO,"Now be careful, Artoo.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,1571,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,negative
THREEPIO,C-3PO,He made a fair move. Screaming about it won’t help you.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Requesting,Statement,Seeking assistance,1578,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
HAN,Han Solo,(interrupting) Let him have it. It’s not wise to upset a Wookiee.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Resistant/Negative,Statement,Opposing,1579,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,negative
THREEPIO,C-3PO,"But sir, nobody worries about upsetting a droid.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,1580,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,negative
HAN,Han Solo,That’s ’cause droids don’t pull people’s arms out of their,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1581,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
THREEPIO,C-3PO,"I see your point, sir. I suggest a new strategy, Artoo. Let","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,1583,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,neutral
BEN,Obi-Wan Kenobi,"Remember, a Jedi can feel the Force flowing through him.",Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1589,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
LUKE,Luke Skywalker,You mean it controls your actions?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,1590,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,neutral
BEN,Obi-Wan Kenobi,Partially. But it also obeys your commands.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1591,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,neutral
HAN,Han Solo,Hokey religions and ancient weapons are no match for a,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Resistant/Negative,Statement,Opposing,1600,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,negative
LUKE,Luke Skywalker,"You don’t believe in the Force, do you?","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,1602,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
HAN,Han Solo,"Kid, I’ve flown from one side of this galaxy to the other.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1603,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,neutral
HAN,Han Solo,It’s all a lot of simple tricks and nonsense.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Resistant/Negative,Statement,Opposing,1608,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,negative
BEN,Obi-Wan Kenobi,"I suggest you try it again, Luke.",Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1609,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,neutral
BEN,Obi-Wan Kenobi,"This time, let go your conscious self and act on instinct.",Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1611,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
LUKE,Luke Skywalker,"(laughing) With the blast shield down, I can’t even see. How","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,1612,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
BEN,Obi-Wan Kenobi,Your eyes can deceive you. Don’t trust them.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Positive/Agreeable,Statement,Supportive,1614,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,positive
BEN,Obi-Wan Kenobi,Stretch out with your feelings.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1620,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,5,neutral
BEN,Obi-Wan Kenobi,"You see, you can do it.",Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1624,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,neutral
HAN,Han Solo,I call it luck.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1625,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
BEN,Obi-Wan Kenobi,"In my experience, there’s no such thing as luck.",Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Resistant/Negative,Statement,Opposing,1626,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,negative
HAN,Han Solo,"Look, going good against remotes is one thing. Going good","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Positive/Agreeable,Statement,Supportive,1627,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,positive
HAN,Han Solo,Looks like we’re coming up on Alderaan.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1630,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,neutral
LUKE,Luke Skywalker,"You know, I did feel something. I could almost see the remote.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,1632,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,negative
BEN,Obi-Wan Kenobi,That’s good. You have taken your first step into a larger,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Positive/Agreeable,Statement,Supportive,1633,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,positive
OFFICER,Officer,CASS Our scout ships have reached Dantooine. They,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1638,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
TARKIN,Grand Moff Tarkin,She lied! She lied to us!,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1642,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,neutral
VADER,Darth Vader,I told you she would never consciously betray the Rebellion.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Dark Side presence, Imperial authority",Resistant/Negative,Statement,Opposing,1643,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,negative
TARKIN,Grand Moff Tarkin,Terminate her… immediately! EXT. HYPERSPACE,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1644,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,5,neutral
HAN,Han Solo,"Stand by, Chewie, here we go. Cut in the sublight engines.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1648,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
HAN,Han Solo,"What the…? Aw, we’ve come out of hyperspace into a meteor","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Inquisitive,Question,Seeking information,1653,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
LUKE,Luke Skywalker,What’s going on?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,1657,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,3,neutral
HAN,Han Solo,"Our position is correct, except… no, Alderaan!","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Urgent/Commanding,Exclamation,Assertive,1658,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,neutral
LUKE,Luke Skywalker,What do you mean? Where is it?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,1659,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,neutral
HAN,Han Solo,"Thats what I’m trying to tell you, kid. It ain’t there. It’s been","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1660,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,13,neutral
LUKE,Luke Skywalker,What? How?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,1662,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,2,neutral
BEN,Obi-Wan Kenobi,Destroyed… by the Empire!,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1665,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
HAN,Han Solo,The entire starfleet couldn’t destroy the whole planet. It’d take a,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1666,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
HAN,Han Solo,There’s another ship coming in.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Resistant/Negative,Statement,Opposing,1670,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,5,negative
LUKE,Luke Skywalker,Maybe they know what happened.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,1671,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,5,negative
BEN,Obi-Wan Kenobi,It’s an Imperial fighter.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1672,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
LUKE,Luke Skywalker,It followed us!,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Urgent/Commanding,Exclamation,Assertive,1676,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,3,neutral
BEN,Obi-Wan Kenobi,No. It’s a short range fighter.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Resistant/Negative,Statement,Opposing,1677,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,negative
HAN,Han Solo,There aren’t any bases around here. Where did it come,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1678,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
FALCON,Falcon,– COCKPIT,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1681,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,2,neutral
LUKE,Luke Skywalker,"It sure is leaving in a big hurry. If they identify us, we’re in","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,1682,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,14,neutral
HAN,Han Solo,Not if I can help it. Chewie… jam it’s transmissions.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Requesting,Statement,Seeking assistance,1684,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
BEN,Obi-Wan Kenobi,It’d be as well to let it go. It’s too far out of range.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1685,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,14,neutral
HAN,Han Solo,Not for long… EXT. SPACE,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Resistant/Negative,Statement,Opposing,1686,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,5,negative
TIE,Tie,ship is heading for it. Ben stands behind Chewbacca.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1692,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,neutral
BEN,Obi-Wan Kenobi,A fighter that size couldn’t get this deep into space on its own.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1693,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,13,neutral
LUKE,Luke Skywalker,"Then he must have gotten lost, been part of a convoy or","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,1694,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,neutral
HAN,Han Solo,"Well, he ain’t going to be around long enough to tell anyone","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Resistant/Negative,Statement,Opposing,1696,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,negative
FALCON,Falcon,– COCKPIT,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1700,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,2,neutral
LUKE,Luke Skywalker,Look at him. He’s heading for that small moon.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,1702,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,neutral
HAN,Han Solo,I think I can get him before he gets there… he’s almost in range.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1703,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,14,neutral
BEN,Obi-Wan Kenobi,That’s no moon! It’s a space station.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1706,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,neutral
HAN,Han Solo,It’s too big to be a space station.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Neutral,Statement,Conversational,1707,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
LUKE,Luke Skywalker,I have a very bad feeling about this.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,1708,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
BEN,Obi-Wan Kenobi,Turn the ship around!,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1709,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
HAN,Han Solo,"Yeah, I think your right. Full reverse! Chewie, lock in","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Urgent/Commanding,Exclamation,Assertive,1710,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
LUKE,Luke Skywalker,Why are we still moving towards it?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,1714,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,neutral
HAN,Han Solo,We’re caught in a tractor beam! It’s pulling us in!,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Urgent/Commanding,Exclamation,Assertive,1715,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
LUKE,Luke Skywalker,But there’s gotta be something you can do!,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Urgent/Commanding,Exclamation,Assertive,1716,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
HAN,Han Solo,"There’s nothin’ I can do about it, kid. I’m in full power. I’m","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Smuggler confidence, roguish charm",Resistant/Negative,Statement,Opposing,1717,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,13,negative
BEN,Obi-Wan Kenobi,You can’t win. But there are alternatives to fighting. INT.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1721,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
MILLENNIUM,Millennium,FALCON – DEATH STAR,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1722,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
VOICE,Voice,OVER DEATH STAR INTERCOM Clear Bay twenty-threeseven.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,1730,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,neutral
DOCKING,Docking,BAY 2037,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1732,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,2,neutral
OFFICER,Officer,To your stations!,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,1736,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,3,neutral
